System,Title,FW,LTD,Publisher,Release Date
PSP,Disgaea: Afternoon of Darkness,16.517,36.267,Nippon Ichi Software,29/11/2007
PS2,Disgaea: Hour of Darkness,46.883,124.316,Nippon Ichi Software,30/01/2003
NDS,Disgaea: Hour of Darkness - Prince of the Demon World and the Red Moon,14.666,38.77,Nippon Ichi Software,26/06/2008
PS2,Disgaea: Hour of Darkness [All Versions],46.883,152.675,Nippon Ichi Software,30/01/2003
PS2,Disgaea: Hour of Darkness [PlayStation 2 the Best],8.198,28.359,Nippon Ichi Software,3/11/2004
PSP,Disgaea: Infinite,,6.627,Nippon Ichi Software,22/04/2010
PS3,Dishonored,10.046,19.586,Bethesda Softworks,11/10/2012
360,Dishonored,4.214,5.978,Bethesda Softworks,11/10/2012
PS3,Dishonored [All Versions],10.046,22.484,Bethesda Softworks,11/10/2012
360,Dishonored [All Versions],4.214,5.978,Bethesda Softworks,11/10/2012
PS4,Dishonored 2,4.373,4.373,Bethesda Softworks,8/12/2016
PS4,Dishonored: Definitive Edition,2.919,21.103,Bethesda Softworks,27/08/2015
PS3,Dishonored: Game of the Year Edition,1.452,2.898,Bethesda Softworks,12/12/2013
3DS,Disney Art Academy,18.318,78.272,Nintendo,7/4/2016
WII,Disney Epic Mickey,29.281,89.363,Nintendo,4/8/2011
WIU,Disney Epic Mickey 2: The Power of Two,,6.42,Spike Chunsoft,26/09/2013
WII,Disney Epic Mickey 2: The Power of Two,1.458,6.202,Spike Chunsoft,26/09/2013
3DS,Disney Epic Mickey: The Power of Illusion,4.822,25.106,Spike Chunsoft,26/09/2013
NDS,Disney Fairies: Tinker Bell,1.5,7.206,Disney Interactive Studios,2/4/2009
NDS,Disney Fairies: Tinker Bell and the Great Fairy Rescue,,9.341,Disney Interactive Studios,14/07/2011
NDS,Disney Fairies: Tinker Bell and the Lost Treasure,3.937,13.846,Disney Interactive Studios,20/05/2010
NDS,Disney Friends,3.2,3.2,Disney Interactive Studios,26/06/2008
PS2,Disney Golf Classic,4.748,4.748,Capcom,30/05/2002
WIU,Disney Infinity: Starter Pack,2.483,9.488,Bandai Namco,28/11/2013
3DS,Disney Infinity: Starter Pack,951,6.169,Bandai Namco,28/11/2013
3DS,Disney Magic World,105.008,539.143,Bandai Namco,1/8/2013
3DS,Disney Magic World 2,69.864,337.663,Bandai Namco,5/11/2015
NGC,Disney Sports: Football,6.094,6.094,Konami,18/07/2002
WII,Disney Think Fast,1.6,7.694,Disney Interactive Studios,18/12/2008
NGC,Disney's Magical Mirror Starring Mickey Mouse,8.137,41.693,Nintendo,9/8/2002
GBA,Disney's Magical Quest 2 Starring Mickey & Minnie,1.411,1.411,Capcom,18/07/2003
GBA,Disney's Magical Quest Starring Mickey & Minnie,14.376,52.738,Nintendo,9/8/2002
NGC,Disney's Party,,17.312,Hudson,1/8/2002
NDS,Disney's The Little Mermaid: Ariel's Undersea Adventure,1.228,1.228,Disney Interactive Studios,12/4/2007
PS3,Disorder 6,3.416,6.132,5pb.,22/08/2013
PSP,Dissidia: 012 -Duodecim- Final Fantasy,304.789,461.086,Square Enix,3/3/2011
PSP,Dissidia: 012 -Duodecim- Final Fantasy [All Versions],304.789,480.145,Square Enix,3/3/2011
PSP,Dissidia: 012 -Duodecim- Final Fantasy [Ultimate Hits],1.078,19.059,Square Enix,5/7/2012
PSP,Dissidia: Final Fantasy,503.723,902.398,Square Enix,18/12/2008
PSP,Dissidia: Final Fantasy - Universal Tuning,20.143,68.019,Square Enix,1/11/2009
PSP,Dissidia: Final Fantasy - Universal Tuning [Ultimate Hits],,9.321,Square Enix,16/09/2010
PSP,Dissidia: Final Fantasy [All Versions],503.723,995.398,Square Enix,18/12/2008
PSP,Dissidia: Final Fantasy [Ultimate Hits],,15.66,Square Enix,16/09/2010
PS4,Dissidia: Final Fantasy NT,110.662,184.9,Square Enix,11/1/2018
PS4,Divinity: Original Sin Enhanced Edition,8.948,13.867,Spike Chunsoft,14/04/2016
PSP,DJ Max Portable 3,8.812,15.091,CyberFront,17/02/2011
PSP,DJ Max Portable: Black Square,,8.578,CyberFront,22/03/2012
PSV,DJ Max Respect,3.676,3.676,Arc System Works,9/11/2017
PSV,DJ Max Technika Tune,4.243,7.509,CyberFront,27/09/2012
PS3,DmC: Devil May Cry,115.438,182.607,Capcom,17/01/2013
360,DmC: Devil May Cry,5.857,8.931,Capcom,17/01/2013
WII,Doala de Wii,1.2,4.25,Tera Box,2/4/2009
3DS,Doctor Lautrec and the Forgotten Knights,3.258,13.612,Konami,7/7/2011
SAT,DoDonPachi,16.703,16.703,Atlus,18/09/1997
PS1,DoDonPachi,7.018,7.018,SPS,10/9/1998
PS2,DoDonPachi Daioujou,19.593,37.702,Arika,10/4/2003
360,DoDonPachi Daioujou: Black Label Extra,10.526,16.179,5pb.,19/02/2009
360,DoDonPachi Resurrection,10.97,14.097,Cave,25/11/2010
360,DoDonPachi Resurrection [All Versions],10.97,15.562,Cave,25/11/2010
360,DoDonPachi Resurrection Double Pack,1.103,1.465,Cave,26/04/2012
360,DoDonPachi Resurrection: Black Label,5.186,7.988,Cave,3/2/2011
360,DoDonPachi Resurrection: Black Label [All Versions],5.186,9.453,Cave,3/2/2011
360,DoDonPachi Saidaioujou,12.44,14.547,Cave,30/05/2013
SFC,Dokapon 3-2-1: Arashi o Yobu Yuujou,16.173,16.173,Asmik,2/12/1994
PS2,Dokapon DX: Wataru Sekai wa Oni Darake,15.142,45.595,Asmik Ace Entertainment,8/7/2004
NGC,Dokapon DX: Wataru Sekai wa Oni Darake,13.242,32.335,Asmik Ace Entertainment,10/4/2003
NDS,Dokapon Journey,3.1,3.1,Sting,31/07/2008
PS2,Dokapon Kingdom,6.8,6.8,Sting,22/11/2007
WII,Dokapon Kingdom,1.3,1.3,Sting,31/07/2008
PS2,Dokapon Kingdom [All Versions],6.8,9.86,Sting,22/11/2007
PS2,Dokapon Kingdom [Sting the Best],,3.06,Sting,20/11/2008
PS2,Dokapon the World,21.469,45.096,Asmik Ace Entertainment,3/11/2004
PS2,Dokapon the World [All Versions],21.469,47.383,Asmik Ace Entertainment,3/11/2004
PS2,Dokapon the World [Asmik Toku Dane Series],2.287,2.287,Asmik Ace Entertainment,7/12/2006
PS1,Dokapon! Ikari no Tetsuken,45.804,84.338,Asmik Ace Entertainment,5/11/1998
GB,Dokapon?! Millennium Quest,5.167,5.167,Asmik Ace Entertainment,14/07/2000
GB,Doki Doki Densetsu: Mahoujin GuruGuru [Game Boy Color],5.647,9.232,Enix,17/11/2000
NDS,Doki Doki Majo Shinpan!,25.459,39.012,SNK Playmore,5/7/2007
NDS,Doki Doki Majo Shinpan! 2,19.574,29.298,SNK Playmore,31/07/2008
PS1,Doki Doki Poyatachio,10.418,14.443,King Records,10/9/1998
PS1,Doki Doki Pretty League: Nekketsu Otome Seishunki,18.504,18.504,Xing Entertainment,23/09/1998
3DS,Doki Doki! PreCure Narikiri Life!,5.563,34.507,Bandai Namco,1/8/2013
NDS,Doki Majo Plus,9.384,13.978,SNK Playmore,30/07/2009
PS1,Doko Demo Issho,64.312,808.057,SCE,22/07/1999
PSP,Doko Demo Issho,18.476,103.205,SCE,16/12/2004
PS1,Doko Demo Issho: Additional Disc - Koneko Mo Issho,101.775,181.172,SCE,27/01/2000
PSP,Doko Demo Issho: Let's Gakkou!,14.342,46.011,SCE,15/06/2006
PS2,Doko Demo Issho: My Real Show,16.316,35.889,SCE,24/04/2003
PS2,Doko Demo Issho: Toro and Full,17.026,32.494,SCE,2/9/2004
PS2,Doko Demo Issho: Toro and Shooting Stars,18.662,47.867,SCE,1/4/2004
NDS,Doko Demo Raku Raku! DS Kakeibo,6.232,6.232,Bandai Namco,7/12/2006
GBA,Doko Demo Taikyoku: Yakuman Advance,10.484,31.943,Nintendo,26/10/2001
PS2,"Doko-e Ikuno, Ano Hi - Hikaru Asu-e…",2.96,2.96,Princess Soft,24/02/2005
NDS,Do-Konjou Shougakussei: Bon Bita - Hadaka no Choujou Ketsusen!! Bita Vs. Dokuro Dei!,3.393,20.062,Bandai Namco,4/11/2010
PSV,Dokuro,3.194,12.357,GungHo Online Entertainment,5/7/2012
PSP,DokuSui: Doki Doki Suikoden,4.863,9.339,Irem,12/5/2011
3DS,Dolly Kanon Doki Doki Tokimeki Himitsu no Ongaku Katsudou Start Desu!!,2.75,2.75,Happinet,20/11/2014
GBA,Domo-Kun no Fushigi Terebi,7.733,7.733,Nintendo,21/02/2002
FC,Donkey Kong,,880,Nintendo,15/07/1983
N64,Donkey Kong 64,162.262,848.375,Nintendo,10/12/1999
SFC,Donkey Kong Country,257.121,3.000.000,Nintendo,26/11/1994
GBA,Donkey Kong Country,37.666,251.878,Nintendo,12/12/2003
GB,Donkey Kong Country [Game Boy Color],33.866,238.775,Nintendo,21/01/2001
SFC,Donkey Kong Country 2: Diddy Kong's Quest,254.708,1.534.793,Nintendo,21/11/1995
GBA,Donkey Kong Country 2: Diddy's Kong Quest,20.886,103.78,Nintendo,1/7/2004
SFC,Donkey Kong Country 3: Dixie Kong's Double Trouble,130.63,1.199.720,Nintendo,23/11/1996
GBA,Donkey Kong Country 3: Dixie Kong's Double Trouble,11.795,100.175,Nintendo,1/12/2005
WII,Donkey Kong Country Returns,165.859,979.539,Nintendo,9/12/2010
3DS,Donkey Kong Country Returns 3D,94.334,332.567,Nintendo,13/06/2013
SWI,Donkey Kong Country: Tropical Freeze,96.754,244.878,Nintendo,3/5/2018
WIU,Donkey Kong Country: Tropical Freeze,43.301,120.086,Nintendo,13/02/2014
GB,Donkey Kong Land,46.578,1.070.000,Nintendo,27/07/1995
GB,Donkey Kong Land 2,17.479,55.753,Nintendo,23/11/1996
GB,Donkey Kong Land 3 [Game Boy Color],48.924,208.356,Nintendo,28/01/2000
WII,Donkey Kong: Barrel Blast,26.215,79.201,Nintendo,28/06/2007
NGC,Donkey Kong: Jungle Beat,46.594,220.132,Nintendo,16/12/2004
NDS,Donkey Kong: Jungle Climber,38.229,204.689,Nintendo,9/8/2007
NGC,Donkey Konga,61.635,427.096,Nintendo,12/12/2003
NGC,Donkey Konga [All Versions],61.635,454.164,Nintendo,12/12/2003
NGC,Donkey Konga 1 + 2 Pack,,27.068,Nintendo,1/7/2004
NGC,Donkey Konga 2,37.831,106.309,Nintendo,1/7/2004
NGC,Donkey Konga 2 [All Versions],37.831,133.377,Nintendo,1/7/2004
NGC,Donkey Konga 3,30.745,80.51,Nintendo,17/03/2005
PS1,Doom,11.119,11.119,Soft Bank,19/04/1996
PS4,Doom,6.274,8.636,Bethesda Softworks,19/05/2016
SWI,Doom,2.369,2.369,Bethesda Softworks,1/3/2018
PS3,Doom 3: BFG Edition,2.11,6.397,Bethesda Softworks,22/11/2012
360,Doom 3: BFG Edition,1.561,1.561,Bethesda Softworks,22/11/2012
NDS,Dorabase 2: Nettou Ultra Stadium,18.899,109.707,Bandai Namco,19/11/2009
NDS,Dorabase DS: Dramatic Stadium,96.454,199.705,Bandai Namco,20/12/2007
3DS,Dora-Chie: Mini-Dora Ongakutai to 7-tsu no Chie,2.651,51.214,Shogakukan,14/11/2013
FC,Doraemon,,1.150.000,Hudson Soft,12/12/1986
N64,Doraemon,18.359,18.359,Epoch,21/03/1997
SFC,Doraemon 3: Nobita to Toki no Hougyoku,10.063,10.063,Epoch,16/12/1994
SFC,Doraemon 4: Nobita to Toki no Okoku,8.567,28.682,Epoch,15/12/1995
3DS,Doraemon the Movie: Nobita no Nankyoku Kachikochi Daibouken,6.399,24.92,FuRyu,2/3/2017
WII,Doraemon Wii: Himitsu Douguou Ketteisen!,3,3,SEGA,6/12/2007
NDS,Doraemon: New Magic World Adventure DS,13.452,63.252,SEGA,8/3/2007
NDS,Doraemon: Nobita and the Green Giant DS,14.541,58.331,SEGA,6/3/2008
3DS,Doraemon: Nobita and the Island of Miracles,12.62,56.577,FuRyu,1/3/2012
SWI,Doraemon: Nobita no Getsumen Tansaki,4.591,6.703,FuRyu,28/02/2019
NDS,Doraemon: Nobita no Kyouryuu 2006 DS,15.986,61.635,SEGA,2/3/2006
3DS,Doraemon: Nobita no Takarajima,5.393,23.791,FuRyu,1/3/2018
3DS,Doraemon: Nobita no Uchuu Eiyuuki,5.359,31.528,FuRyu,5/3/2015
3DS,Doraemon: Nobita to Himitsu Dougu Hakubutsukan,11.962,61.014,FuRyu,7/3/2013
3DS,Doraemon: Shin Nobita no Daimakyou - Peko to 5-nin no Tankentai,6.509,16.137,FuRyu,6/3/2014
3DS,Doraemon: Shin Nobita no Nihon Tanjou,7.975,32.995,FuRyu,3/3/2016
3DS,DoraKazu: Nobita no Suuji Daibouken,2.298,61.36,Shogakukan,19/07/2012
PSP,Doraslot: Shuyaku wa Zenigata,8.353,31.987,Dorart,28/04/2005
NGC,Doshin the Giant,36.494,126.951,Nintendo,14/03/2002
NG,Double Dragon [Neo Geo CD],3.851,3.851,Technos Japan,2/6/1995
SAT,Doukoku Soshite…,58.947,104.86,Data East,26/02/1998
PS4,Doukoku Soshite…,3.468,3.468,El Dia,26/04/2018
PSV,Doukoku Soshite…,2.602,2.602,El Dia,26/04/2018
SAT,Doukoku Soshite… Final Edition,,20.155,Data East,6/8/1998
PCE,Doukyuusei [Turbo CD],98.816,107.594,NEC,23/11/1995
DC,Dousoukai 2: Again & Refrain,7.927,7.927,NEC Interchannel,27/06/2002
3DS,Downtown Nekketsu Jidaigeki,8.966,13.403,Arc System Works,28/05/2015
PS3,Downtown Nekketsu Koushinkyoku: Soreyuke Daiundoukai All-Star Special,5.845,5.845,Arc System Works,5/3/2015
3DS,Downtown no Gaki no Tsukai Yaarahen de!! Zettai ni Tsukamatte Haikenai Gasu Kurobikari Land,,17.688,Alchemist,17/12/2015
PS1,Doyume No Yabou: F1 GP Nippon no Chousen,15.057,23.318,Oz Club,25/10/1996
360,Dr. Kawashima's Brain and Body Exercises,,4.93,Bandai Namco,20/11/2010
GB,Dr. Mario,,2.080.000,Nintendo,27/07/1990
FC,Dr. Mario,,1.530.000,Nintendo,27/07/1990
GBA,Dr. Mario & Puzzle League,30.206,122.937,Nintendo,13/09/2005
GB,Dr. Rin ni Kiitemite! Koi no Rin Feng Shui! [Game Boy Color],10.873,27.453,Hudson,21/02/2002
NDS,Dr. Slump & Arale-Chan,6.722,27.459,Bandai Namco,30/10/2008
PS3,Dragon Age II,18.026,36.077,Spike,2/2/2012
360,Dragon Age II,2.876,6.009,Spike,2/2/2012
PS4,Dragon Age: Inquisition,26.261,49.871,Electronic Arts,27/11/2014
PS3,Dragon Age: Inquisition,11.753,16.756,Electronic Arts,27/11/2014
PS3,Dragon Age: Origins,35.799,64.926,Spike,27/01/2011
360,Dragon Age: Origins,11.46,15.457,Spike,27/01/2011
PS3,Dragon Age: Origins - Awakening,3.664,11.266,Spike,17/03/2011
360,Dragon Age: Origins - Awakening,1.703,4.444,Spike,7/4/2011
PS3,Dragon Age: Origins [All Versions],35.799,87.449,Spike,27/01/2011
PS3,Dragon Age: Origins [PlayStation 3 the Best],1.1,11.257,Spike,1/12/2011
PS1,Dragon Bal GT: Final Bout,85.205,193.989,Bandai,21/08/1997
PS4,Dragon Ball FighterZ,59.465,122.71,Bandai Namco,1/8/2017
SWI,Dragon Ball FighterZ,22.498,77.08,Bandai Namco,27/09/2018
PS4,Dragon Ball Fighterz - Deluxe Edition,2.623,2.623,Bandai Namco,31/01/2019
PS4,Dragon Ball FighterZ [All Versions],59.465,125.333,Bandai Namco,1/8/2017
3DS,Dragon Ball Heroes: Ultimate Mission,90.119,299.001,Bandai Namco,28/02/2013
3DS,Dragon Ball Heroes: Ultimate Mission 2,70.832,219.993,Bandai Namco,7/8/2014
3DS,Dragon Ball Heroes: Ultimate Mission X,92.809,219.2,Bandai Namco,27/04/2017
SFC,Dragon Ball Z Super Gokuden: Totsugeki-hen,66.828,177.546,Bandai,24/03/1995
NDS,Dragon Ball Z: Attack of the Saiyans,101.216,192.2,Bandai Namco,29/04/2009
PS3,Dragon Ball Z: Battle of Z,32.099,56.298,Bandai Namco,23/01/2014
PSV,Dragon Ball Z: Battle of Z,21.061,42.599,Bandai Namco,23/01/2014
PS2,Dragon Ball Z: Budokai,336.389,543.312,Bandai,13/02/2003
NGC,Dragon Ball Z: Budokai,,47.518,Bandai,28/11/2003
PS2,Dragon Ball Z: Budokai 2,336.73,507.245,Bandai,5/2/2004
PS2,Dragon Ball Z: Budokai 2 [All Versions],336.73,584.183,Bandai,5/2/2004
PS2,Dragon Ball Z: Budokai 2 [PlayStation 2 the Best],,76.938,Bandai,16/09/2004
PS2,Dragon Ball Z: Budokai 3,413.628,642.424,Bandai,10/2/2005
PS2,Dragon Ball Z: Budokai 3 [All Versions],413.628,675.565,Bandai,10/2/2005
PS2,Dragon Ball Z: Budokai 3 [PlayStation 2 the Best],,33.141,Bandai,2/3/2006
PS2,Dragon Ball Z: Budokai Tenkaichi,327.908,551.894,Bandai,6/10/2005
PS2,Dragon Ball Z: Budokai Tenkaichi 2,242.856,435.211,Bandai Namco,5/10/2006
WII,Dragon Ball Z: Budokai Tenkaichi 2,42.501,165.969,Bandai Namco,1/1/2007
PS2,Dragon Ball Z: Budokai Tenkaichi 3,161.752,282.658,Bandai Namco,4/10/2007
WII,Dragon Ball Z: Budokai Tenkaichi 3,34.783,90.255,Bandai Namco,4/10/2007
WII,Dragon Ball Z: Budokai Tenkaichi 3 [All Versions],34.783,186.445,Bandai Namco,4/10/2007
WII,Dragon Ball Z: Budokai Tenkaichi 3 [Wii Select],4.9,96.19,Bandai Namco,25/02/2010
PS3,Dragon Ball Z: Burst Limit,82.01,163.01,Bandai Namco,5/6/2008
360,Dragon Ball Z: Burst Limit,13.233,25.051,Bandai Namco,5/6/2008
3DS,Dragon Ball Z: Extreme Butoden,68.398,154.871,Bandai Namco,11/6/2015
GB,Dragon Ball Z: Goku Gekitouden,9.494,9.494,Bandai,25/08/1995
NDS,Dragon Ball Z: Harukanaru Densetsu,62.21,150.724,Bandai Namco,21/03/2007
SFC,Dragon Ball Z: Hyper Dimension,78.716,162.729,Bandai,29/03/1996
SFC,Dragon Ball Z: Hyper Transmission,,1.450.000,Bandai,20/03/1993
SFC,Dragon Ball Z: Hyper Transmission 2,,1.200.000,Bandai,17/12/1993
PS1,Dragon Ball Z: Idainaru Dragon Ball Densetsu,70.453,164.494,Bandai,31/05/1996
PS2,Dragon Ball Z: Infinite World,64.517,199.966,Bandai Namco,4/12/2008
GB,Dragon Ball Z: Legendary Super Warriors [Game Boy Color],32.398,68.049,Banpresto,9/8/2002
PSP,Dragon Ball Z: Shin Budokai,61.469,140.863,Bandai Namco,20/04/2006
PSP,Dragon Ball Z: Shin Budokai - Another Road,41.988,97.739,Bandai Namco,7/6/2007
SAT,Dragon Ball Z: Shin Butoden,43.077,55.969,Bandai,17/11/1995
SFC,Dragon Ball Z: Super Gokuden: Kakusei-Hen,33.39,55.527,Bandai,22/09/1995
GBA,Dragon Ball Z: Supersonic Warriors,64.78,160.176,Banpresto,26/03/2004
GBA,Dragon Ball Z: Supersonic Warriors [All Versions],64.78,195.587,Banpresto,26/03/2004
GBA,Dragon Ball Z: Supersonic Warriors [Banpresto Best],,35.411,Banpresto,23/03/2006
NDS,Dragon Ball Z: Supersonic Warriors 2,42.28,313.505,Bandai,1/12/2005
PSP,Dragon Ball Z: Tenkaichi Tag Team,20.865,64.168,Bandai Namco,30/09/2010
PSP,Dragon Ball Z: Tenkaichi Tag Team [All Versions],20.865,82.16,Bandai Namco,30/09/2010
PSP,Dragon Ball Z: Tenkaichi Tag Team [PSP the Best],,17.992,Bandai Namco,12/7/2012
GBA,Dragon Ball Z: The Legacy of Goku II,19.014,66.702,Banpresto,23/07/2004
SAT,Dragon Ball Z: The Legend,61.989,133.033,Bandai,31/05/1996
PS1,Dragon Ball Z: Ultimate Battle 22,126.991,260.942,Bandai,28/07/1995
PS3,Dragon Ball Z: Ultimate Tenkaichi,44.507,81.785,Bandai Namco,8/12/2011
360,Dragon Ball Z: Ultimate Tenkaichi,1.394,1.394,Bandai Namco,8/12/2011
PS3,Dragon Ball Z: Ultimate Tenkaichi [All Versions],44.507,84.485,Bandai Namco,8/12/2011
PS3,Dragon Ball Z: Ultimate Tenkaichi [PlayStation 3 the Best],,2.7,Bandai Namco,21/02/2013
GBA,Dragon Ball: Advanced Adventure,31.427,152.651,Banpresto,18/11/2004
GBA,Dragon Ball: Advanced Adventure [All Versions],31.427,185.781,Banpresto,18/11/2004
GBA,Dragon Ball: Advanced Adventure [Banpresto Best],,33.13,Banpresto,23/03/2006
PSP,Dragon Ball: Evolution,1.8,7.513,Bandai Namco,19/03/2009
3DS,Dragon Ball: Fusions,81.548,202.488,Bandai Namco,4/8/2016
NDS,Dragon Ball: Origins,88.439,214.195,Bandai Namco,18/09/2008
NDS,Dragon Ball: Origins [All Versions],88.439,219.103,Bandai Namco,18/09/2008
NDS,Dragon Ball: Origins [Welcome Price 2800],,4.908,Bandai Namco,28/01/2010
NDS,Dragon Ball: Origins 2,19.471,66.767,Bandai Namco,11/2/2010
PS3,Dragon Ball: Raging Blast,63.641,129.688,Bandai Namco,12/11/2009
360,Dragon Ball: Raging Blast,6.943,10.816,Bandai Namco,12/11/2009
PS3,Dragon Ball: Raging Blast 2,54.214,92.76,Bandai Namco,11/11/2010
360,Dragon Ball: Raging Blast 2,2.608,5.688,Bandai Namco,11/11/2010
WII,Dragon Ball: Revenge of King Picollo,11.359,44.16,Bandai Namco,23/07/2009
FC,Dragon Ball: Shenron No Nazo,,1.250.000,Bandai,27/11/1986
NDS,Dragon Ball: Ultimate Fighter,29.732,89.911,Bandai Namco,3/2/2011
PS3,Dragon Ball: Xenoverse,37.125,115.673,Bandai Namco,5/2/2015
PS4,Dragon Ball: Xenoverse,26.657,77.517,Bandai Namco,5/2/2015
PS4,Dragon Ball: Xenoverse 2,61.375,135.286,Bandai Namco,2/11/2016
PS4,Dragon Ball: Xenoverse 2 - Deluxe Edition,4.017,4.017,Bandai Namco,22/11/2017
PS4,Dragon Ball: Xenoverse 2 [All Versions],61.375,139.303,Bandai Namco,2/11/2016
SWI,Dragon Ball: Xenoverse 2 for Nintendo Switch,23.011,187.547,Bandai Namco,6/9/2017
PS1,Dragon Drive: Tactics Break,16.71,35.046,Bandai,3/10/2002
GBA,Dragon Drive: World D Break,9.592,9.592,Banpresto,18/07/2003
SAT,Dragon Force,112.074,272.166,SEGA,29/03/1996
SAT,Dragon Force II: Kamisarishi Daichi ni,37.973,72.019,SEGA,2/4/1998
PS1,Dragon Knight IV,15.351,22.683,Banpresto,7/2/1997
SWI,Dragon Marked For Death,3.991,3.991,Inti Creates,31/01/2019
FC,Dragon Quest,,1.500.000,Enix,27/05/1986
PSP,Dragon Quest & Final Fantasy in Itadaki Street Portable,48.118,110.823,Square Enix,25/05/2006
PSP,Dragon Quest & Final Fantasy in Itadaki Street Portable [All Versions],48.118,154.591,Square Enix,25/05/2006
PSP,Dragon Quest & Final Fantasy in Itadaki Street Portable [Ultimate Hits],,43.768,Square Enix,6/3/2008
PS2,Dragon Quest & Final Fantasy in Itadaki Street Special,185.809,380.482,Square Enix,22/12/2004
PS2,Dragon Quest & Final Fantasy in Itadaki Street Special [All Versions],185.809,399.715,Square Enix,22/12/2004
PS2,Dragon Quest & Final Fantasy in Itadaki Street Special [Ultimate Hits],2,19.233,Square Enix,26/06/2008
WII,Dragon Quest 25th Anniversary: Famicom & Super Famicom Dragon Quest I + II + III,264.76,401.426,Square Enix,15/09/2011
PSV,Dragon Quest Builders,176.143,327.389,Square Enix,28/01/2016
PS4,Dragon Quest Builders,137.894,255.544,Square Enix,28/01/2016
PS3,Dragon Quest Builders,55.791,116.58,Square Enix,28/01/2016
SWI,Dragon Quest Builders,28.884,80.41,Square Enix,1/3/2018
SWI,Dragon Quest Builders 2,127.404,319.194,Square Enix,20/12/2018
PS4,Dragon Quest Builders 2,131.514,294.972,Square Enix,20/12/2018
PS1,Dragon Quest Characters: Torneko Adventures 2 - The Last Hope,358.617,578.227,Enix,15/09/1999
GBA,Dragon Quest Characters: Torneko Adventures 2 - The Last Hope Advance,65.888,181.024,Enix,20/12/2001
PS2,Dragon Quest Characters: Torneko Adventures 3 - Mysterious Dungeon,303.058,513.796,Enix,31/10/2002
GBA,Dragon Quest Characters: Torneko Adventures 3 - Mysterious Dungeon Advance,38.58,115.262,Square Enix,24/06/2004
SWI,Dragon Quest Heroes I & II for Nintendo Switch,25.929,65.709,Square Enix,3/3/2017
PS4,Dragon Quest Heroes II: The Twin Kings and Prophecy's End,188.69,321.935,Square Enix,27/05/2016
PSV,Dragon Quest Heroes II: The Twin Kings and Prophecy's End,123.812,237.955,Square Enix,27/05/2016
PS3,Dragon Quest Heroes II: The Twin Kings and Prophecy's End,69.426,123.003,Square Enix,27/05/2016
GBA,Dragon Quest Heroes: Rocket Slime,67.797,346.19,Square Enix,14/11/2003
NDS,Dragon Quest Heroes: Rocket Slime 2,43.995,293.97,Square Enix,1/12/2005
NDS,Dragon Quest Heroes: Rocket Slime 2 [All Versions],43.995,317.45,Square Enix,1/12/2005
NDS,Dragon Quest Heroes: Rocket Slime 2 [Ultimate Hits],1.7,23.48,Square Enix,23/10/2008
3DS,Dragon Quest Heroes: Rocket Slime 3,45.529,149.728,Square Enix,2/11/2011
3DS,Dragon Quest Heroes: Rocket Slime 3 [All Versions],45.529,162.793,Square Enix,2/11/2011
3DS,Dragon Quest Heroes: Rocket Slime 3 [Ultimate Hits],,13.065,Square Enix,6/12/2012
PS3,Dragon Quest Heroes: The World Tree's Woe and the Blight Below,311.277,472.602,Square Enix,26/02/2015
PS4,Dragon Quest Heroes: The World Tree's Woe and the Blight Below,255.292,360.698,Square Enix,26/02/2015
SFC,Dragon Quest I + II,,1.200.000,Enix,18/12/1993
GB,Dragon Quest I + II,269.937,763.76,Enix,23/09/1999
FC,Dragon Quest II: Luminaries of the Legendary Line,,2.410.000,Enix,26/01/1987
PS4,Dragon Quest II: Luminaries of the Legendary Line [PlayStation Store],,17.926,Square Enix,10/8/2017
FC,Dragon Quest III: The Seeds of Salvation,,3.800.000,Enix,10/2/1988
SFC,Dragon Quest III: The Seeds of Salvation,409.082,1.010.989,Enix,6/12/1996
GB,Dragon Quest III: The Seeds of Salvation [Game Boy Color],154.143,637.749,Enix,8/12/2000
PS4,Dragon Quest III: The Seeds of Salvation [PlayStation Store],,14.396,Square Enix,24/08/2017
FC,Dragon Quest IV: Chapters of the Chosen,,3.100.000,Enix,11/2/1990
NDS,Dragon Quest IV: Chapters of the Chosen,601.737,1.214.610,Square Enix,22/11/2007
